2026-01-25 06:32:31, Epoch 167, LR 0.000010, Acc 99.94, LOSS 0.041357, EER 22.2000, minDCF 0.894, Train Time 40.31s, Eval Time 74.93s
2026-01-25 06:34:28, Epoch 168, LR 0.000010, Acc 99.97, LOSS 0.038475, EER 21.9429, minDCF 0.873, Train Time 40.43s, Eval Time 76.50s
2026-01-25 06:36:26, Epoch 169, LR 0.000010, Acc 99.94, LOSS 0.039652, EER 21.8286, minDCF 0.878, Train Time 40.55s, Eval Time 77.64s
2026-01-25 06:38:21, Epoch 170, LR 0.000010, Acc 99.96, LOSS 0.040821, EER 21.5143, minDCF 0.877, Train Time 40.48s, Eval Time 74.17s
2026-01-25 06:40:19, Epoch 171, LR 0.000010, Acc 99.97, LOSS 0.040842, EER 22.8286, minDCF 0.885, Train Time 40.69s, Eval Time 77.71s
2026-01-25 06:42:15, Epoch 172, LR 0.000010, Acc 99.94, LOSS 0.040404, EER 22.0571, minDCF 0.879, Train Time 40.45s, Eval Time 75.57s
2026-01-25 06:44:11, Epoch 173, LR 0.000010, Acc 99.97, LOSS 0.039484, EER 22.2286, minDCF 0.881, Train Time 41.03s, Eval Time 74.75s
2026-01-25 06:46:06, Epoch 174, LR 0.000010, Acc 99.94, LOSS 0.039804, EER 21.7429, minDCF 0.885, Train Time 40.34s, Eval Time 75.20s
2026-01-25 06:48:00, Epoch 175, LR 0.000010, Acc 99.97, LOSS 0.039920, EER 21.7429, minDCF 0.887, Train Time 40.55s, Eval Time 73.57s
2026-01-25 06:49:54, Epoch 176, LR 0.000010, Acc 99.96, LOSS 0.039507, EER 22.1714, minDCF 0.881, Train Time 40.48s, Eval Time 73.29s
2026-01-25 06:51:54, Epoch 177, LR 0.000010, Acc 99.97, LOSS 0.037894, EER 21.7714, minDCF 0.894, Train Time 40.44s, Eval Time 79.18s
2026-01-25 06:53:49, Epoch 178, LR 0.000010, Acc 99.96, LOSS 0.038770, EER 21.7429, minDCF 0.891, Train Time 40.24s, Eval Time 74.62s
2026-01-25 06:56:11, Epoch 179, LR 0.000010, Acc 99.94, LOSS 0.039555, EER 21.8286, minDCF 0.891, Train Time 40.64s, Eval Time 102.11s
2026-01-25 06:58:08, Epoch 180, LR 0.000010, Acc 99.93, LOSS 0.039425, EER 21.8857, minDCF 0.894, Train Time 40.48s, Eval Time 75.88s
2026-01-25 07:00:03, Epoch 181, LR 0.000010, Acc 99.99, LOSS 0.040035, EER 22.3429, minDCF 0.899, Train Time 40.26s, Eval Time 75.15s
2026-01-25 07:01:59, Epoch 182, LR 0.000010, Acc 99.97, LOSS 0.036932, EER 21.6857, minDCF 0.890, Train Time 40.57s, Eval Time 75.47s
2026-01-25 07:03:56, Epoch 183, LR 0.000010, Acc 100.00, LOSS 0.037487, EER 22.3143, minDCF 0.894, Train Time 40.35s, Eval Time 76.05s
2026-01-25 07:05:56, Epoch 184, LR 0.000010, Acc 99.96, LOSS 0.038357, EER 21.9429, minDCF 0.894, Train Time 40.63s, Eval Time 79.94s
2026-01-25 07:07:51, Epoch 185, LR 0.000010, Acc 99.97, LOSS 0.039016, EER 22.4000, minDCF 0.895, Train Time 40.64s, Eval Time 74.56s
2026-01-25 07:09:53, Epoch 186, LR 0.000010, Acc 99.99, LOSS 0.036898, EER 22.0571, minDCF 0.888, Train Time 40.87s, Eval Time 80.79s
2026-01-25 07:11:49, Epoch 187, LR 0.000010, Acc 99.96, LOSS 0.038968, EER 21.6000, minDCF 0.895, Train Time 40.45s, Eval Time 75.61s
2026-01-25 07:13:58, Epoch 188, LR 0.000010, Acc 99.97, LOSS 0.038332, EER 21.9714, minDCF 0.894, Train Time 40.22s, Eval Time 88.38s
2026-01-25 07:15:57, Epoch 189, LR 0.000010, Acc 99.99, LOSS 0.035969, EER 21.7143, minDCF 0.900, Train Time 40.72s, Eval Time 78.77s
2026-01-25 07:17:53, Epoch 190, LR 0.000010, Acc 99.96, LOSS 0.037393, EER 21.5714, minDCF 0.891, Train Time 40.24s, Eval Time 75.56s
2026-01-25 07:20:10, Epoch 191, LR 0.000010, Acc 99.93, LOSS 0.039131, EER 21.5429, minDCF 0.903, Train Time 40.37s, Eval Time 96.32s
2026-01-25 07:22:07, Epoch 192, LR 0.000010, Acc 99.96, LOSS 0.038685, EER 22.0000, minDCF 0.901, Train Time 41.16s, Eval Time 75.94s
2026-01-25 07:24:02, Epoch 193, LR 0.000010, Acc 99.93, LOSS 0.037202, EER 21.3429, minDCF 0.904, Train Time 40.45s, Eval Time 74.55s
2026-01-25 07:25:57, Epoch 194, LR 0.000010, Acc 99.96, LOSS 0.035850, EER 21.7429, minDCF 0.906, Train Time 40.33s, Eval Time 74.65s
2026-01-25 07:28:05, Epoch 195, LR 0.000010, Acc 99.97, LOSS 0.037088, EER 22.1714, minDCF 0.895, Train Time 40.52s, Eval Time 87.77s
2026-01-25 07:30:16, Epoch 196, LR 0.000010, Acc 99.93, LOSS 0.036589, EER 22.0286, minDCF 0.903, Train Time 40.29s, Eval Time 90.29s
2026-01-25 07:32:13, Epoch 197, LR 0.000010, Acc 99.96, LOSS 0.037122, EER 21.4571, minDCF 0.899, Train Time 40.48s, Eval Time 76.92s
2026-01-25 07:34:10, Epoch 198, LR 0.000010, Acc 100.00, LOSS 0.035883, EER 21.9429, minDCF 0.899, Train Time 40.38s, Eval Time 76.77s
2026-01-25 07:36:06, Epoch 199, LR 0.000010, Acc 100.00, LOSS 0.036430, EER 21.6000, minDCF 0.882, Train Time 40.23s, Eval Time 75.51s
2026-01-25 07:38:03, Epoch 200, LR 0.000010, Acc 100.00, LOSS 0.034816, EER 21.6571, minDCF 0.903, Train Time 40.50s, Eval Time 75.93s
2026-01-25 07:39:59, Epoch 201, LR 0.000010, Acc 100.00, LOSS 0.035589, EER 21.8571, minDCF 0.898, Train Time 40.20s, Eval Time 75.76s
2026-01-25 07:41:55, Epoch 202, LR 0.000010, Acc 100.00, LOSS 0.035518, EER 21.8286, minDCF 0.903, Train Time 40.64s, Eval Time 75.45s
2026-01-25 07:43:51, Epoch 203, LR 0.000010, Acc 99.97, LOSS 0.035766, EER 22.3429, minDCF 0.907, Train Time 40.81s, Eval Time 75.58s
2026-01-25 07:45:48, Epoch 204, LR 0.000010, Acc 99.99, LOSS 0.033750, EER 21.7714, minDCF 0.901, Train Time 40.25s, Eval Time 76.33s
2026-01-25 07:47:46, Epoch 205, LR 0.000010, Acc 99.96, LOSS 0.034814, EER 21.4000, minDCF 0.883, Train Time 40.28s, Eval Time 78.18s
2026-01-25 07:49:42, Epoch 206, LR 0.000010, Acc 100.00, LOSS 0.033264, EER 21.8571, minDCF 0.888, Train Time 40.74s, Eval Time 74.68s
2026-01-25 07:51:37, Epoch 207, LR 0.000010, Acc 99.93, LOSS 0.035282, EER 21.1143, minDCF 0.897, Train Time 40.33s, Eval Time 75.07s
2026-01-25 07:53:33, Epoch 208, LR 0.000010, Acc 99.99, LOSS 0.034655, EER 21.4857, minDCF 0.895, Train Time 40.53s, Eval Time 75.13s
2026-01-25 07:55:39, Epoch 209, LR 0.000010, Acc 100.00, LOSS 0.034005, EER 22.2571, minDCF 0.895, Train Time 40.27s, Eval Time 86.26s
2026-01-25 07:57:40, Epoch 210, LR 0.000010, Acc 99.99, LOSS 0.034362, EER 22.0286, minDCF 0.889, Train Time 40.31s, Eval Time 80.80s
2026-01-25 08:00:00, Epoch 211, LR 0.000010, Acc 99.94, LOSS 0.034860, EER 21.3429, minDCF 0.895, Train Time 40.69s, Eval Time 99.04s
2026-01-25 08:01:56, Epoch 212, LR 0.000010, Acc 99.93, LOSS 0.035824, EER 21.9714, minDCF 0.891, Train Time 40.68s, Eval Time 75.03s
2026-01-25 08:03:52, Epoch 213, LR 0.000010, Acc 99.96, LOSS 0.034854, EER 21.6286, minDCF 0.903, Train Time 40.41s, Eval Time 75.35s
2026-01-25 08:05:47, Epoch 214, LR 0.000010, Acc 99.99, LOSS 0.032942, EER 21.3714, minDCF 0.900, Train Time 40.36s, Eval Time 74.94s
2026-01-25 08:07:42, Epoch 215, LR 0.000010, Acc 99.96, LOSS 0.034278, EER 21.8857, minDCF 0.887, Train Time 40.49s, Eval Time 74.28s
2026-01-25 08:09:37, Epoch 216, LR 0.000010, Acc 99.97, LOSS 0.035033, EER 21.9714, minDCF 0.899, Train Time 40.64s, Eval Time 74.35s
2026-01-25 08:11:31, Epoch 217, LR 0.000010, Acc 99.97, LOSS 0.032858, EER 21.9714, minDCF 0.895, Train Time 40.34s, Eval Time 73.65s
2026-01-25 08:13:24, Epoch 218, LR 0.000010, Acc 99.97, LOSS 0.033354, EER 21.7429, minDCF 0.895, Train Time 40.34s, Eval Time 73.41s
2026-01-25 08:15:24, Epoch 219, LR 0.000010, Acc 99.97, LOSS 0.033884, EER 21.7143, minDCF 0.899, Train Time 40.29s, Eval Time 79.16s
2026-01-25 08:17:19, Epoch 220, LR 0.000010, Acc 99.99, LOSS 0.033452, EER 21.6286, minDCF 0.900, Train Time 40.32s, Eval Time 74.86s
2026-01-25 08:19:36, Epoch 221, LR 0.000010, Acc 99.96, LOSS 0.034575, EER 21.8000, minDCF 0.883, Train Time 40.21s, Eval Time 97.05s
2026-01-25 08:21:31, Epoch 222, LR 0.000010, Acc 99.99, LOSS 0.032788, EER 21.3429, minDCF 0.874, Train Time 40.26s, Eval Time 74.15s
2026-01-25 08:23:27, Epoch 223, LR 0.000010, Acc 100.00, LOSS 0.032947, EER 22.1714, minDCF 0.903, Train Time 40.30s, Eval Time 75.56s
2026-01-25 08:25:24, Epoch 224, LR 0.000010, Acc 100.00, LOSS 0.031533, EER 22.0000, minDCF 0.891, Train Time 40.69s, Eval Time 77.01s
2026-01-25 08:27:21, Epoch 225, LR 0.000010, Acc 99.94, LOSS 0.033522, EER 21.5143, minDCF 0.881, Train Time 40.47s, Eval Time 76.00s
2026-01-25 08:29:15, Epoch 226, LR 0.000010, Acc 99.97, LOSS 0.033472, EER 21.7714, minDCF 0.894, Train Time 40.30s, Eval Time 74.08s
2026-01-25 08:31:09, Epoch 227, LR 0.000010, Acc 99.96, LOSS 0.033088, EER 21.7143, minDCF 0.893, Train Time 40.36s, Eval Time 73.32s
2026-01-25 08:33:03, Epoch 228, LR 0.000010, Acc 99.96, LOSS 0.032594, EER 22.0571, minDCF 0.897, Train Time 40.11s, Eval Time 74.55s
2026-01-25 08:34:59, Epoch 229, LR 0.000010, Acc 99.99, LOSS 0.032845, EER 21.4286, minDCF 0.895, Train Time 40.27s, Eval Time 75.22s
2026-01-25 08:36:53, Epoch 230, LR 0.000010, Acc 100.00, LOSS 0.032264, EER 21.8000, minDCF 0.898, Train Time 40.54s, Eval Time 73.10s
2026-01-25 08:38:46, Epoch 231, LR 0.000010, Acc 99.97, LOSS 0.032602, EER 22.0000, minDCF 0.895, Train Time 40.39s, Eval Time 73.19s
2026-01-25 08:40:41, Epoch 232, LR 0.000010, Acc 100.00, LOSS 0.032049, EER 21.4286, minDCF 0.892, Train Time 41.14s, Eval Time 73.86s
2026-01-25 08:42:34, Epoch 233, LR 0.000010, Acc 99.97, LOSS 0.032004, EER 21.2286, minDCF 0.883, Train Time 40.39s, Eval Time 72.13s
2026-01-25 08:44:28, Epoch 234, LR 0.000010, Acc 99.93, LOSS 0.032580, EER 22.0000, minDCF 0.895, Train Time 40.16s, Eval Time 73.80s
2026-01-25 08:46:21, Epoch 235, LR 0.000010, Acc 99.99, LOSS 0.032379, EER 21.7143, minDCF 0.883, Train Time 40.61s, Eval Time 72.88s
2026-01-25 08:48:15, Epoch 236, LR 0.000010, Acc 100.00, LOSS 0.030672, EER 21.2000, minDCF 0.891, Train Time 40.33s, Eval Time 73.35s
2026-01-25 08:50:07, Epoch 237, LR 0.000010, Acc 99.96, LOSS 0.032138, EER 21.5714, minDCF 0.899, Train Time 40.51s, Eval Time 72.04s
2026-01-25 08:52:02, Epoch 238, LR 0.000010, Acc 99.99, LOSS 0.031053, EER 21.9143, minDCF 0.893, Train Time 40.49s, Eval Time 73.81s
2026-01-25 08:53:55, Epoch 239, LR 0.000010, Acc 99.96, LOSS 0.031045, EER 21.7143, minDCF 0.884, Train Time 40.28s, Eval Time 72.56s
2026-01-25 08:55:53, Epoch 240, LR 0.000010, Acc 99.97, LOSS 0.030538, EER 21.6286, minDCF 0.887, Train Time 40.19s, Eval Time 78.50s
2026-01-25 08:57:47, Epoch 241, LR 0.000010, Acc 99.99, LOSS 0.030005, EER 21.6286, minDCF 0.893, Train Time 40.06s, Eval Time 73.47s
2026-01-25 08:59:41, Epoch 242, LR 0.000010, Acc 99.96, LOSS 0.031272, EER 21.4286, minDCF 0.888, Train Time 40.32s, Eval Time 74.43s
2026-01-25 09:01:38, Epoch 243, LR 0.000010, Acc 99.99, LOSS 0.030641, EER 22.0571, minDCF 0.895, Train Time 40.17s, Eval Time 76.42s
2026-01-25 09:03:33, Epoch 244, LR 0.000010, Acc 99.91, LOSS 0.031640, EER 21.5143, minDCF 0.896, Train Time 40.52s, Eval Time 74.87s
2026-01-25 09:05:28, Epoch 245, LR 0.000010, Acc 99.93, LOSS 0.032369, EER 21.6857, minDCF 0.905, Train Time 40.45s, Eval Time 74.09s
2026-01-25 09:07:22, Epoch 246, LR 0.000010, Acc 99.99, LOSS 0.030600, EER 21.9143, minDCF 0.896, Train Time 40.25s, Eval Time 73.63s
2026-01-25 09:09:16, Epoch 247, LR 0.000010, Acc 99.97, LOSS 0.030778, EER 22.1143, minDCF 0.899, Train Time 40.21s, Eval Time 74.26s
2026-01-25 09:11:11, Epoch 248, LR 0.000010, Acc 99.99, LOSS 0.030079, EER 22.1143, minDCF 0.901, Train Time 40.27s, Eval Time 74.01s
2026-01-25 09:13:06, Epoch 249, LR 0.000010, Acc 99.96, LOSS 0.030055, EER 21.7429, minDCF 0.911, Train Time 40.18s, Eval Time 75.25s
2026-01-25 09:14:59, Epoch 250, LR 0.000010, Acc 99.97, LOSS 0.030553, EER 22.0286, minDCF 0.898, Train Time 40.51s, Eval Time 72.54s
