2026-01-24 21:52:39, Epoch 0, EER 20.3143, minDCF 0.710, 
2026-01-24 21:54:34, Epoch 1, LR 0.000010, Acc 91.89, LOSS 1.037291, EER 23.9143, minDCF 0.841, Train Time 42.24s, Eval Time 72.38s
2026-01-24 21:56:28, Epoch 2, LR 0.000010, Acc 93.96, LOSS 0.618794, EER 28.6286, minDCF 0.909, Train Time 40.66s, Eval Time 73.47s
2026-01-24 21:58:22, Epoch 3, LR 0.000010, Acc 94.80, LOSS 0.468848, EER 30.2857, minDCF 0.925, Train Time 40.21s, Eval Time 73.34s
2026-01-24 22:00:16, Epoch 4, LR 0.000010, Acc 95.68, LOSS 0.393956, EER 30.8286, minDCF 0.923, Train Time 40.58s, Eval Time 74.34s
2026-01-24 22:02:10, Epoch 5, LR 0.000010, Acc 95.77, LOSS 0.352965, EER 30.7714, minDCF 0.929, Train Time 40.20s, Eval Time 73.52s
2026-01-24 22:04:04, Epoch 6, LR 0.000010, Acc 96.17, LOSS 0.324543, EER 29.7143, minDCF 0.926, Train Time 40.56s, Eval Time 73.34s
2026-01-24 22:05:59, Epoch 7, LR 0.000010, Acc 96.29, LOSS 0.311141, EER 30.6571, minDCF 0.935, Train Time 40.77s, Eval Time 74.65s
2026-01-24 22:07:54, Epoch 8, LR 0.000010, Acc 96.17, LOSS 0.300218, EER 29.4000, minDCF 0.918, Train Time 40.28s, Eval Time 74.58s
2026-01-24 22:09:49, Epoch 9, LR 0.000010, Acc 96.58, LOSS 0.290389, EER 29.8286, minDCF 0.939, Train Time 40.29s, Eval Time 74.59s
2026-01-24 22:11:46, Epoch 10, LR 0.000010, Acc 96.98, LOSS 0.261801, EER 29.9143, minDCF 0.933, Train Time 43.46s, Eval Time 72.86s
2026-01-24 22:13:40, Epoch 11, LR 0.000010, Acc 96.82, LOSS 0.264267, EER 29.4286, minDCF 0.931, Train Time 40.45s, Eval Time 74.03s
2026-01-24 22:15:35, Epoch 12, LR 0.000010, Acc 96.54, LOSS 0.262180, EER 30.1714, minDCF 0.939, Train Time 40.11s, Eval Time 74.41s
2026-01-24 22:17:30, Epoch 13, LR 0.000010, Acc 97.32, LOSS 0.244911, EER 29.8571, minDCF 0.936, Train Time 40.41s, Eval Time 74.81s
2026-01-24 22:19:23, Epoch 14, LR 0.000010, Acc 97.41, LOSS 0.238095, EER 30.1714, minDCF 0.935, Train Time 40.39s, Eval Time 73.30s
2026-01-24 22:21:17, Epoch 15, LR 0.000010, Acc 97.64, LOSS 0.228025, EER 29.9143, minDCF 0.933, Train Time 40.48s, Eval Time 73.55s
2026-01-24 22:23:12, Epoch 16, LR 0.000010, Acc 97.79, LOSS 0.224161, EER 29.7429, minDCF 0.933, Train Time 40.23s, Eval Time 74.29s
2026-01-24 22:25:06, Epoch 17, LR 0.000010, Acc 97.82, LOSS 0.213737, EER 29.3143, minDCF 0.931, Train Time 40.38s, Eval Time 73.55s
2026-01-24 22:27:00, Epoch 18, LR 0.000010, Acc 97.72, LOSS 0.214097, EER 29.6571, minDCF 0.927, Train Time 40.03s, Eval Time 74.48s
2026-01-24 22:28:56, Epoch 19, LR 0.000010, Acc 97.85, LOSS 0.214436, EER 29.7143, minDCF 0.935, Train Time 40.24s, Eval Time 75.49s
2026-01-24 22:30:52, Epoch 20, LR 0.000010, Acc 98.13, LOSS 0.198964, EER 30.0286, minDCF 0.928, Train Time 40.58s, Eval Time 75.71s
2026-01-24 22:32:48, Epoch 21, LR 0.000010, Acc 98.32, LOSS 0.192453, EER 29.7143, minDCF 0.927, Train Time 40.75s, Eval Time 74.73s
2026-01-24 22:34:41, Epoch 22, LR 0.000010, Acc 98.23, LOSS 0.192313, EER 29.8286, minDCF 0.938, Train Time 40.26s, Eval Time 73.22s
2026-01-24 22:36:38, Epoch 23, LR 0.000010, Acc 98.16, LOSS 0.199909, EER 29.8000, minDCF 0.928, Train Time 40.66s, Eval Time 75.66s
2026-01-24 22:38:33, Epoch 24, LR 0.000010, Acc 98.17, LOSS 0.188214, EER 29.5143, minDCF 0.929, Train Time 40.41s, Eval Time 74.64s
2026-01-24 22:40:41, Epoch 25, LR 0.000010, Acc 98.45, LOSS 0.183107, EER 29.8286, minDCF 0.929, Train Time 40.11s, Eval Time 88.10s
2026-01-24 22:42:44, Epoch 26, LR 0.000010, Acc 98.39, LOSS 0.185625, EER 29.9143, minDCF 0.930, Train Time 40.07s, Eval Time 82.41s
2026-01-24 22:44:37, Epoch 27, LR 0.000010, Acc 98.47, LOSS 0.179007, EER 29.6857, minDCF 0.939, Train Time 40.11s, Eval Time 73.31s
2026-01-24 22:46:36, Epoch 28, LR 0.000010, Acc 98.42, LOSS 0.184126, EER 30.0286, minDCF 0.937, Train Time 40.15s, Eval Time 79.07s
2026-01-24 22:48:31, Epoch 29, LR 0.000010, Acc 98.67, LOSS 0.171126, EER 29.3714, minDCF 0.928, Train Time 40.20s, Eval Time 74.74s
2026-01-24 22:50:25, Epoch 30, LR 0.000010, Acc 98.38, LOSS 0.176947, EER 29.6857, minDCF 0.935, Train Time 40.45s, Eval Time 73.77s
2026-01-24 22:52:20, Epoch 31, LR 0.000010, Acc 98.50, LOSS 0.171834, EER 29.7714, minDCF 0.940, Train Time 40.05s, Eval Time 74.25s
2026-01-24 22:54:18, Epoch 32, LR 0.000010, Acc 98.66, LOSS 0.165230, EER 29.4857, minDCF 0.939, Train Time 40.34s, Eval Time 77.65s
2026-01-24 22:56:13, Epoch 33, LR 0.000010, Acc 98.67, LOSS 0.162799, EER 29.4857, minDCF 0.924, Train Time 40.23s, Eval Time 75.27s
2026-01-24 22:58:07, Epoch 34, LR 0.000010, Acc 98.91, LOSS 0.151098, EER 29.2286, minDCF 0.920, Train Time 40.16s, Eval Time 74.10s
2026-01-24 23:00:04, Epoch 35, LR 0.000010, Acc 98.85, LOSS 0.159577, EER 29.7143, minDCF 0.934, Train Time 40.53s, Eval Time 76.04s
2026-01-24 23:02:00, Epoch 36, LR 0.000010, Acc 98.69, LOSS 0.160191, EER 29.9429, minDCF 0.927, Train Time 40.21s, Eval Time 75.43s
2026-01-24 23:03:56, Epoch 37, LR 0.000010, Acc 98.98, LOSS 0.154540, EER 29.6000, minDCF 0.930, Train Time 40.32s, Eval Time 76.23s
2026-01-24 23:05:50, Epoch 38, LR 0.000010, Acc 98.85, LOSS 0.154149, EER 29.3714, minDCF 0.930, Train Time 40.57s, Eval Time 73.55s
2026-01-24 23:07:49, Epoch 39, LR 0.000010, Acc 98.78, LOSS 0.154579, EER 29.4000, minDCF 0.941, Train Time 40.22s, Eval Time 78.47s
2026-01-24 23:09:44, Epoch 40, LR 0.000010, Acc 98.85, LOSS 0.151761, EER 29.8000, minDCF 0.941, Train Time 41.42s, Eval Time 73.51s
2026-01-24 23:11:39, Epoch 41, LR 0.000010, Acc 99.04, LOSS 0.141608, EER 29.0000, minDCF 0.938, Train Time 40.24s, Eval Time 74.77s
2026-01-24 23:13:35, Epoch 42, LR 0.000010, Acc 99.13, LOSS 0.145413, EER 29.0286, minDCF 0.939, Train Time 40.40s, Eval Time 75.41s
2026-01-24 23:15:30, Epoch 43, LR 0.000010, Acc 99.04, LOSS 0.141161, EER 29.1143, minDCF 0.936, Train Time 40.19s, Eval Time 75.07s
2026-01-24 23:17:24, Epoch 44, LR 0.000010, Acc 98.98, LOSS 0.142067, EER 28.5429, minDCF 0.929, Train Time 40.36s, Eval Time 73.85s
2026-01-24 23:19:19, Epoch 45, LR 0.000010, Acc 98.91, LOSS 0.142304, EER 29.0286, minDCF 0.939, Train Time 40.09s, Eval Time 74.78s
2026-01-24 23:21:13, Epoch 46, LR 0.000010, Acc 99.13, LOSS 0.136881, EER 29.3429, minDCF 0.944, Train Time 40.39s, Eval Time 73.45s
2026-01-24 23:23:07, Epoch 47, LR 0.000010, Acc 98.88, LOSS 0.142261, EER 29.1429, minDCF 0.939, Train Time 40.09s, Eval Time 74.04s
2026-01-24 23:25:02, Epoch 48, LR 0.000010, Acc 99.07, LOSS 0.133563, EER 28.8571, minDCF 0.931, Train Time 40.27s, Eval Time 74.28s
2026-01-24 23:26:57, Epoch 49, LR 0.000010, Acc 99.19, LOSS 0.130810, EER 29.2857, minDCF 0.941, Train Time 40.19s, Eval Time 75.57s
2026-01-24 23:28:52, Epoch 50, LR 0.000010, Acc 99.01, LOSS 0.136111, EER 28.6286, minDCF 0.937, Train Time 40.05s, Eval Time 74.91s
2026-01-24 23:30:46, Epoch 51, LR 0.000010, Acc 99.13, LOSS 0.132130, EER 28.8857, minDCF 0.929, Train Time 40.35s, Eval Time 73.24s
2026-01-24 23:32:43, Epoch 52, LR 0.000010, Acc 99.06, LOSS 0.131608, EER 28.7429, minDCF 0.934, Train Time 40.02s, Eval Time 77.38s
2026-01-24 23:34:37, Epoch 53, LR 0.000010, Acc 99.13, LOSS 0.129432, EER 29.0571, minDCF 0.941, Train Time 40.03s, Eval Time 74.09s
2026-01-24 23:36:32, Epoch 54, LR 0.000010, Acc 99.20, LOSS 0.127476, EER 28.6857, minDCF 0.949, Train Time 40.07s, Eval Time 74.71s
2026-01-24 23:38:29, Epoch 55, LR 0.000010, Acc 99.29, LOSS 0.124903, EER 28.8571, minDCF 0.945, Train Time 40.34s, Eval Time 76.55s
2026-01-24 23:40:25, Epoch 56, LR 0.000010, Acc 99.22, LOSS 0.123885, EER 28.9714, minDCF 0.943, Train Time 40.12s, Eval Time 75.83s
2026-01-24 23:42:19, Epoch 57, LR 0.000010, Acc 99.17, LOSS 0.119885, EER 28.7714, minDCF 0.937, Train Time 40.12s, Eval Time 73.58s
2026-01-24 23:44:14, Epoch 58, LR 0.000010, Acc 99.25, LOSS 0.121382, EER 28.8286, minDCF 0.934, Train Time 40.13s, Eval Time 74.97s
2026-01-24 23:46:23, Epoch 59, LR 0.000010, Acc 99.45, LOSS 0.111395, EER 28.1429, minDCF 0.942, Train Time 40.45s, Eval Time 88.84s
2026-01-24 23:48:19, Epoch 60, LR 0.000010, Acc 99.29, LOSS 0.125391, EER 28.3714, minDCF 0.940, Train Time 40.31s, Eval Time 75.22s
2026-01-24 23:50:13, Epoch 61, LR 0.000010, Acc 99.32, LOSS 0.118611, EER 28.2857, minDCF 0.933, Train Time 40.04s, Eval Time 73.91s
2026-01-24 23:52:08, Epoch 62, LR 0.000010, Acc 99.25, LOSS 0.115356, EER 28.6571, minDCF 0.931, Train Time 40.45s, Eval Time 74.81s
2026-01-24 23:54:06, Epoch 63, LR 0.000010, Acc 99.34, LOSS 0.116769, EER 28.3714, minDCF 0.939, Train Time 40.14s, Eval Time 78.30s
2026-01-24 23:56:02, Epoch 64, LR 0.000010, Acc 99.25, LOSS 0.117741, EER 27.6000, minDCF 0.943, Train Time 40.20s, Eval Time 75.85s
2026-01-24 23:57:57, Epoch 65, LR 0.000010, Acc 99.26, LOSS 0.117866, EER 28.4286, minDCF 0.940, Train Time 40.21s, Eval Time 74.34s
2026-01-24 23:59:52, Epoch 66, LR 0.000010, Acc 99.41, LOSS 0.109498, EER 28.1143, minDCF 0.945, Train Time 40.28s, Eval Time 74.59s
2026-01-25 00:01:56, Epoch 67, LR 0.000010, Acc 99.41, LOSS 0.110050, EER 28.1714, minDCF 0.940, Train Time 40.23s, Eval Time 84.25s
2026-01-25 00:03:58, Epoch 68, LR 0.000010, Acc 99.34, LOSS 0.112305, EER 28.0000, minDCF 0.936, Train Time 40.08s, Eval Time 81.26s
2026-01-25 00:05:54, Epoch 69, LR 0.000010, Acc 99.54, LOSS 0.108711, EER 27.7714, minDCF 0.945, Train Time 40.45s, Eval Time 76.13s
2026-01-25 00:07:49, Epoch 70, LR 0.000010, Acc 99.38, LOSS 0.112683, EER 28.1714, minDCF 0.940, Train Time 40.00s, Eval Time 74.67s
2026-01-25 00:09:42, Epoch 71, LR 0.000010, Acc 99.37, LOSS 0.112598, EER 27.8286, minDCF 0.937, Train Time 40.01s, Eval Time 73.43s
2026-01-25 00:11:36, Epoch 72, LR 0.000010, Acc 99.51, LOSS 0.106426, EER 28.0857, minDCF 0.944, Train Time 40.53s, Eval Time 73.09s
2026-01-25 00:13:30, Epoch 73, LR 0.000010, Acc 99.43, LOSS 0.108748, EER 27.7429, minDCF 0.949, Train Time 40.23s, Eval Time 73.54s
2026-01-25 00:15:24, Epoch 74, LR 0.000010, Acc 99.48, LOSS 0.105277, EER 27.9143, minDCF 0.944, Train Time 40.11s, Eval Time 74.33s
2026-01-25 00:17:19, Epoch 75, LR 0.000010, Acc 99.44, LOSS 0.102840, EER 27.7714, minDCF 0.943, Train Time 40.13s, Eval Time 74.99s
