2026-01-24 19:36:26, Epoch 0, EER 20.3143, minDCF 0.710, 
2026-01-24 19:38:22, Epoch 1, LR 0.000010, Acc 94.86, LOSS 0.862152, EER 23.8571, minDCF 0.831, Train Time 42.78s, Eval Time 73.29s
2026-01-24 19:40:15, Epoch 2, LR 0.000010, Acc 95.71, LOSS 0.492911, EER 27.2571, minDCF 0.879, Train Time 40.43s, Eval Time 72.66s
2026-01-24 19:42:10, Epoch 3, LR 0.000010, Acc 96.51, LOSS 0.364665, EER 28.7429, minDCF 0.897, Train Time 40.47s, Eval Time 73.82s
2026-01-24 19:44:03, Epoch 4, LR 0.000010, Acc 96.71, LOSS 0.311339, EER 29.0857, minDCF 0.902, Train Time 40.30s, Eval Time 73.34s
2026-01-24 19:45:57, Epoch 5, LR 0.000010, Acc 97.07, LOSS 0.275325, EER 28.8571, minDCF 0.900, Train Time 40.45s, Eval Time 73.07s
2026-01-24 19:47:50, Epoch 6, LR 0.000010, Acc 97.39, LOSS 0.250265, EER 28.3714, minDCF 0.894, Train Time 40.42s, Eval Time 73.27s
2026-01-24 19:49:46, Epoch 7, LR 0.000010, Acc 97.35, LOSS 0.240670, EER 28.6857, minDCF 0.899, Train Time 40.58s, Eval Time 74.50s
2026-01-24 19:51:40, Epoch 8, LR 0.000010, Acc 97.26, LOSS 0.230223, EER 28.0571, minDCF 0.888, Train Time 40.54s, Eval Time 73.84s
2026-01-24 19:53:33, Epoch 9, LR 0.000010, Acc 97.72, LOSS 0.220028, EER 28.0000, minDCF 0.906, Train Time 40.08s, Eval Time 73.43s
2026-01-24 19:55:27, Epoch 10, LR 0.000010, Acc 98.01, LOSS 0.203215, EER 27.8571, minDCF 0.900, Train Time 40.27s, Eval Time 73.14s
2026-01-24 19:57:36, Epoch 11, LR 0.000010, Acc 97.92, LOSS 0.200744, EER 27.2571, minDCF 0.889, Train Time 41.72s, Eval Time 87.76s
2026-01-24 19:59:32, Epoch 12, LR 0.000010, Acc 98.01, LOSS 0.197446, EER 28.0857, minDCF 0.909, Train Time 41.02s, Eval Time 75.08s
2026-01-24 20:01:27, Epoch 13, LR 0.000010, Acc 98.33, LOSS 0.182947, EER 27.3143, minDCF 0.897, Train Time 41.01s, Eval Time 73.85s
2026-01-24 20:03:23, Epoch 14, LR 0.000010, Acc 98.51, LOSS 0.177141, EER 27.8286, minDCF 0.903, Train Time 40.35s, Eval Time 74.87s
2026-01-24 20:05:18, Epoch 15, LR 0.000010, Acc 98.50, LOSS 0.173888, EER 27.7714, minDCF 0.898, Train Time 40.84s, Eval Time 74.50s
2026-01-24 20:07:13, Epoch 16, LR 0.000010, Acc 98.85, LOSS 0.164772, EER 27.5143, minDCF 0.891, Train Time 40.90s, Eval Time 73.82s
2026-01-24 20:09:09, Epoch 17, LR 0.000010, Acc 98.70, LOSS 0.160297, EER 26.7714, minDCF 0.893, Train Time 40.67s, Eval Time 75.93s
2026-01-24 20:11:04, Epoch 18, LR 0.000010, Acc 98.69, LOSS 0.160396, EER 27.4286, minDCF 0.901, Train Time 40.40s, Eval Time 74.16s
2026-01-24 20:13:41, Epoch 19, LR 0.000010, Acc 99.03, LOSS 0.155726, EER 27.2571, minDCF 0.897, Train Time 40.90s, Eval Time 115.91s
2026-01-24 20:16:14, Epoch 20, LR 0.000010, Acc 98.95, LOSS 0.147394, EER 27.4286, minDCF 0.897, Train Time 41.39s, Eval Time 112.16s
2026-01-24 20:18:33, Epoch 21, LR 0.000010, Acc 99.15, LOSS 0.140309, EER 27.6571, minDCF 0.898, Train Time 41.00s, Eval Time 98.18s
2026-01-24 20:20:30, Epoch 22, LR 0.000010, Acc 98.86, LOSS 0.142112, EER 27.2286, minDCF 0.902, Train Time 40.85s, Eval Time 75.52s
2026-01-24 20:22:25, Epoch 23, LR 0.000010, Acc 99.03, LOSS 0.145522, EER 27.0857, minDCF 0.899, Train Time 41.19s, Eval Time 74.14s
2026-01-24 20:25:00, Epoch 24, LR 0.000010, Acc 99.16, LOSS 0.137834, EER 26.9143, minDCF 0.891, Train Time 41.10s, Eval Time 114.32s
2026-01-24 20:26:57, Epoch 25, LR 0.000010, Acc 99.17, LOSS 0.135623, EER 26.8857, minDCF 0.888, Train Time 40.96s, Eval Time 75.47s
2026-01-24 20:28:52, Epoch 26, LR 0.000010, Acc 99.15, LOSS 0.132018, EER 26.6286, minDCF 0.889, Train Time 40.61s, Eval Time 74.38s
2026-01-24 20:30:48, Epoch 27, LR 0.000010, Acc 99.35, LOSS 0.129643, EER 26.5714, minDCF 0.884, Train Time 40.56s, Eval Time 75.32s
2026-01-24 20:32:43, Epoch 28, LR 0.000010, Acc 99.20, LOSS 0.131231, EER 27.3143, minDCF 0.890, Train Time 40.61s, Eval Time 74.49s
2026-01-24 20:34:39, Epoch 29, LR 0.000010, Acc 99.09, LOSS 0.127667, EER 26.6571, minDCF 0.890, Train Time 41.04s, Eval Time 75.50s
2026-01-24 20:36:35, Epoch 30, LR 0.000010, Acc 99.12, LOSS 0.128747, EER 26.4571, minDCF 0.896, Train Time 40.60s, Eval Time 75.50s
2026-01-24 20:38:32, Epoch 31, LR 0.000010, Acc 99.15, LOSS 0.124559, EER 26.7143, minDCF 0.896, Train Time 40.53s, Eval Time 76.13s
2026-01-24 20:40:27, Epoch 32, LR 0.000010, Acc 99.40, LOSS 0.119046, EER 26.0286, minDCF 0.883, Train Time 40.56s, Eval Time 73.96s
2026-01-24 20:42:22, Epoch 33, LR 0.000010, Acc 99.41, LOSS 0.115848, EER 26.1714, minDCF 0.878, Train Time 40.46s, Eval Time 75.25s
2026-01-24 20:44:18, Epoch 34, LR 0.000010, Acc 99.50, LOSS 0.109251, EER 25.5429, minDCF 0.876, Train Time 40.59s, Eval Time 74.98s
2026-01-24 20:46:13, Epoch 35, LR 0.000010, Acc 99.31, LOSS 0.116478, EER 25.6000, minDCF 0.884, Train Time 40.65s, Eval Time 74.01s
2026-01-24 20:48:09, Epoch 36, LR 0.000010, Acc 99.40, LOSS 0.113964, EER 26.2857, minDCF 0.879, Train Time 40.78s, Eval Time 75.15s
2026-01-24 20:50:06, Epoch 37, LR 0.000010, Acc 99.34, LOSS 0.113657, EER 26.1714, minDCF 0.889, Train Time 40.51s, Eval Time 76.78s
2026-01-24 20:52:01, Epoch 38, LR 0.000010, Acc 99.48, LOSS 0.110816, EER 25.7143, minDCF 0.887, Train Time 40.96s, Eval Time 74.37s
2026-01-24 20:53:58, Epoch 39, LR 0.000010, Acc 99.44, LOSS 0.109231, EER 25.5143, minDCF 0.885, Train Time 40.48s, Eval Time 75.88s
2026-01-24 20:56:34, Epoch 40, LR 0.000010, Acc 99.57, LOSS 0.106073, EER 25.7429, minDCF 0.892, Train Time 40.96s, Eval Time 115.28s
2026-01-24 20:58:30, Epoch 41, LR 0.000010, Acc 99.50, LOSS 0.103359, EER 25.9143, minDCF 0.893, Train Time 41.08s, Eval Time 74.62s
2026-01-24 21:00:25, Epoch 42, LR 0.000010, Acc 99.56, LOSS 0.104152, EER 26.2286, minDCF 0.893, Train Time 40.72s, Eval Time 74.48s
2026-01-24 21:02:58, Epoch 43, LR 0.000010, Acc 99.47, LOSS 0.102573, EER 25.7429, minDCF 0.894, Train Time 40.55s, Eval Time 112.52s
2026-01-24 21:04:54, Epoch 44, LR 0.000010, Acc 99.57, LOSS 0.099330, EER 25.3714, minDCF 0.897, Train Time 40.63s, Eval Time 75.61s
2026-01-24 21:06:50, Epoch 45, LR 0.000010, Acc 99.51, LOSS 0.099050, EER 25.2571, minDCF 0.898, Train Time 40.76s, Eval Time 75.35s
2026-01-24 21:08:46, Epoch 46, LR 0.000010, Acc 99.51, LOSS 0.098254, EER 25.4000, minDCF 0.900, Train Time 41.43s, Eval Time 74.74s
2026-01-24 21:10:41, Epoch 47, LR 0.000010, Acc 99.44, LOSS 0.103089, EER 25.1143, minDCF 0.902, Train Time 40.92s, Eval Time 73.90s
2026-01-24 21:12:37, Epoch 48, LR 0.000010, Acc 99.54, LOSS 0.093369, EER 24.9714, minDCF 0.903, Train Time 40.42s, Eval Time 75.74s
2026-01-24 21:14:34, Epoch 49, LR 0.000010, Acc 99.72, LOSS 0.089952, EER 25.0571, minDCF 0.901, Train Time 40.56s, Eval Time 75.87s
2026-01-24 21:16:31, Epoch 50, LR 0.000010, Acc 99.66, LOSS 0.093045, EER 24.6286, minDCF 0.897, Train Time 40.26s, Eval Time 77.00s
2026-01-24 21:18:26, Epoch 51, LR 0.000010, Acc 99.47, LOSS 0.094809, EER 24.9429, minDCF 0.899, Train Time 40.36s, Eval Time 74.74s
2026-01-24 21:20:22, Epoch 52, LR 0.000010, Acc 99.71, LOSS 0.091350, EER 24.7714, minDCF 0.895, Train Time 40.29s, Eval Time 75.60s
2026-01-24 21:22:18, Epoch 53, LR 0.000010, Acc 99.68, LOSS 0.091140, EER 24.8286, minDCF 0.902, Train Time 40.43s, Eval Time 75.40s
2026-01-24 21:24:14, Epoch 54, LR 0.000010, Acc 99.65, LOSS 0.089273, EER 24.9429, minDCF 0.903, Train Time 40.88s, Eval Time 75.56s
2026-01-24 21:26:10, Epoch 55, LR 0.000010, Acc 99.68, LOSS 0.089846, EER 24.9714, minDCF 0.905, Train Time 40.54s, Eval Time 75.54s
2026-01-24 21:28:06, Epoch 56, LR 0.000010, Acc 99.63, LOSS 0.087131, EER 25.1714, minDCF 0.912, Train Time 40.59s, Eval Time 75.53s
2026-01-24 21:30:03, Epoch 57, LR 0.000010, Acc 99.71, LOSS 0.082120, EER 24.5429, minDCF 0.906, Train Time 40.44s, Eval Time 76.05s
2026-01-24 21:31:59, Epoch 58, LR 0.000010, Acc 99.75, LOSS 0.084504, EER 24.7143, minDCF 0.904, Train Time 41.51s, Eval Time 74.63s
